,subject,relation,object,subject_entity,object_entity,sentence
10,The Hobbit: An Unexpected Journey,screenwriter,Peter Jackson,Q80379,Q4465,The Hobbit: An Unexpected Journey is a 2012 epic high fantasy adventure film directed by Peter Jackson.
11,Bad Taste,screenwriter,Peter Jackson,Q605204,Q4465,"Bad Taste is a 1987 New Zealand independent science-fiction comedy horror splatter film directed, written, produced, photographed and co-edited by and co-starring Peter Jackson, who also made most of the makeup and special effects."
12,Moonwalker,screenwriter,Michael Jackson,Q44396,Q2831,"Rather than featuring one continuous narrative, the film expresses the influence of fandom and innocence through a collection of short films about Michael Jackson, several of which are long-form music videos from Jackson's Bad album."
13,From Dusk till Dawn,screenwriter,Quentin Tarantino,Q196004,Q3772,From Dusk till Dawn is a 1996 American action horror film directed by Robert Rodriguez and written by Quentin Tarantino.
14,Home Fries,screenwriter,Vince Gilligan,Q1485299,Q4500,The script was originally penned by writer Vince Gilligan for a film class at New York University.
15,Jackie Brown,screenwriter,Quentin Tarantino,Q431252,Q3772,Jackie Brown is a 1997 American crime film written and directed by Quentin Tarantino and starring Pam Grier in the title role.
16,Circle of Iron,screenwriter,James Coburn,Q1168150,Q4227,"The film is also known as The Silent Flute, which was the original title of the story conceived by Lee, James Coburn and Stirling Silliphant in 1969."
17,Natural Born Killers,screenwriter,Quentin Tarantino,Q748986,Q3772,"The film is based on an original screenplay by Quentin Tarantino that was heavily revised by Stone, writer David Veloz, and associate producer Richard Rutowski."
18,A King in New York,screenwriter,Charlie Chaplin,Q1068968,Q882,"A King in New York is a 1957 British comedy film directed by and starring Charlie Chaplin in his last leading role, which co-stars, among others, his young son Michael."
19,The Sacrifice,screenwriter,Andrei Tarkovsky,Q281988,Q853,The Sacrifice (Swedish: Offret) is a 1986 drama film written and directed by Andrei Tarkovsky.
20,Solo Trans,screenwriter,Neil Young,Q7558485,Q633,"Solo Trans is a concert film by Neil Young, released in 1984."
21,Ivan's Childhood,screenwriter,Andrei Tarkovsky,Q147878,Q853,"Ivan's Childhood (Russian: , romanized:Â Ivanovo detstvo), sometimes released as My Name Is Ivan in the US, is a 1962 Soviet war drama film and the first feature film directed by Andrei Tarkovsky."
22,The Tyrant of Padua,screenwriter,Victor Hugo,Q17030062,Q535,"The Tyrant of Padua is an adaptation of the 1835 play Angelo, Tyrant of Padua by Victor Hugo."
23,Paths of Glory,screenwriter,Stanley Kubrick,Q747936,Q2001,"Paths of Glory is a 1957 American anti-war film co-written and directed by Stanley Kubrick, based on the novel of the same name by Humphrey Cobb."
24,A Countess from Hong Kong,screenwriter,Charlie Chaplin,Q400101,Q882,"A Countess from Hong Kong is a 1967 British romantic comedy film written, scored, and directed by Charlie Chaplin and starring Marlon Brando, Sophia Loren, Sydney Chaplin (Chaplin's third son), Tippi Hedren, Patrick Cargill and Margaret Rutherford."
25,Religulous,screenwriter,Bill Maher,Q591709,Q489,"Religulous (/rljls, rldls/) is a 2008 American documentary film written by and starring comedian Bill Maher and directed by Larry Charles."
26,The Chaplin Revue,screenwriter,Charlie Chaplin,Q2402289,Q882,The Chaplin Revue is a 1959 film comprising three silent films made by Charlie Chaplin.
27,Eraserhead,screenwriter,David Lynch,Q11618,Q2071,"Eraserhead is a 1977 American experimental body horror film written, directed, produced, and edited by David Lynch."
28,A.I. Artificial Intelligence,screenwriter,Stanley Kubrick,Q221113,Q2001,"originally began with producer-director Stanley Kubrick, after A.I. Artificial Intelligence acquired the rights to Aldiss' story in the early 1970s."
29,Charro!,screenwriter,Elvis Presley,Q429520,Q303,is a 1969 American western film starring Elvis Presley shot on location at Apacheland Movie Ranch and Old Tucson Studios in Arizona.
30,Killer's Kiss,screenwriter,Stanley Kubrick,Q936477,Q2001,Killer's Kiss is a 1955 American crime film noir directed by Stanley Kubrick and written by Kubrick and Howard Sackler.
31,That Thing You Do!,screenwriter,Tom Hanks,Q642410,Q2263,"is a 1996 American comedy film starring, written and directed by Tom Hanks, in That Thing You Do !'s directorial debut."
32,Madame de La Pommeraye's Intrigues,screenwriter,Denis Diderot,Q17040206,Q448,Madame de La Pommeraye 's Intrigues was based on a story by Denis Diderot.
33,Larry Crowne,screenwriter,Tom Hanks,Q382864,Q2263,Larry Crowne is a 2011 American romantic comedy film starring Tom Hanks and Julia Roberts.
34,The Gold Rush,screenwriter,Charlie Chaplin,Q214723,Q882,"The Gold Rush is a 1925 American comedy film written, produced, and directed by Charlie Chaplin."
35,Fear and Desire,screenwriter,Stanley Kubrick,Q929157,Q2001,"Fear and Desire is a 1953 American anti-war film directed, produced, and edited by Stanley Kubrick, and written by Howard Sackler."
36,Fun in Acapulco,screenwriter,Elvis Presley,Q337940,Q303,Fun in Acapulco is a 1963 American musical comedy film starring Elvis Presley and Ursula Andress.
37,Twin Peaks: Fire Walk with Me,screenwriter,David Lynch,Q1140578,Q2071,Twin Peaks: Fire Walk with Me is a 1992 psychological horror film directed by David Lynch and written by Lynch and Robert Engels.
38,Voyage in Time,screenwriter,Andrei Tarkovsky,Q3983334,Q853,Voyage in Time (Italian: Tempo di Viaggio) is a 63-minute feature documentary that documents the travels in Italy of the director Andrei Tarkovsky with the script writer Tonino Guerra in preparation for the making of his film Nostalghia.
39,City Lights,screenwriter,Charlie Chaplin,Q238211,Q882,"City Lights is a 1931 American pre-Code silent romantic comedy film written, produced, directed by, and starring Charlie Chaplin."
40,Eyes Wide Shut,screenwriter,Stanley Kubrick,Q209481,Q2001,"Eyes Wide Shut is a 1999 erotic mystery psychological drama film directed, produced and co-written by Stanley Kubrick."
41,Top Five,screenwriter,Chris Rock,Q16993300,Q4109,"The movie follows New York City comedian and film star Andre Allen (Chris Rock), who has to confront Top Five's past and comedic career while doing an interview with journalist Chelsea Brown (Rosario Dawson)."
42,CB4,screenwriter,Chris Rock,Q2043208,Q4109,CB4 is a 1993 American comedy film directed by Tamra Davis and starring Chris Rock.
43,The King's Man,screenwriter,Matthew Vaughn,Q61633664,Q2593,"The King's Man is an upcoming period action spy film directed by Matthew Vaughn, who wrote the screenplay with Karl Gajdusek."
44,The White Sheik,screenwriter,Federico Fellini,Q18397,Q7371,"The White Sheik (Italian: Lo sceicco bianco) is a 1952 Italian romantic comedy film directed by Federico Fellini and starring Alberto Sordi, Leopoldo Trieste, Brunella Bovo and Giulietta Masina."
45,Jack Brown Genius,screenwriter,Peter Jackson,Q3070699,Q4465,"Jack Brown Genius is a New Zealand romantic comedy fantasy film directed by Tony Hiles, produced by Peter Jackson and written by both with Jackson's partner Fran Walsh."
46,Variety Lights,screenwriter,Federico Fellini,Q18395,Q7371,"Variety Lights (Italian: Luci del varietÃ ) is a 1951 Italian romantic drama film produced and directed by Federico Fellini and Alberto Lattuada and starring Peppino De Filippo, Carla Del Poggio, and Giulietta Masina."
47,It Happened at the World's Fair,screenwriter,Elvis Presley,Q1756492,Q303,It Happened at the World 's Fair Happened at the World's Fair is a 1963 American musical film starring Elvis Presley as a crop-dusting pilot.
48,Kid Galahad,screenwriter,Elvis Presley,Q1740860,Q303,Some critics rate Kid Galahad as one of Elvis Presley's best performances.
49,Death Proof,screenwriter,Quentin Tarantino,Q1137310,Q3772,"Death Proof (also known as Quentin Tarantino's Death Proof) is a 2007 American exploitation thriller film written, directed  and shot by Quentin Tarantino."
50,True Romance,screenwriter,Quentin Tarantino,Q1127709,Q3772,True Romance is a 1993 American romantic crime film written by Quentin Tarantino and directed by Tony Scott.
51,Mr. Bean's Holiday,screenwriter,Rowan Atkinson,Q330332,Q23760,"The film stars Rowan Atkinson in the title role, with Max Baldry, Emma de Caunes, Willem Dafoe and Karel Roden in supporting roles."
52,Renaldo and Clara,screenwriter,Bob Dylan,Q2392956,Q392,"Renaldo and Clara is a 1978 American film directed by Bob Dylan and starring Bob Dylan, Sara Dylan and Joan Baez."
53,Masked and Anonymous,screenwriter,Bob Dylan,Q969428,Q392,"The film was written by Larry Charles and Bob Dylan, the latter under the pseudonym ""Sergei Petrov""."
54,Kingsman: The Secret Service,screenwriter,Matthew Vaughn,Q15068238,Q2593,Kingsman: The Secret Service is a 2014 action spy comedy film directed and produced by Matthew Vaughn.
55,Ronnie Rocket,screenwriter,David Lynch,Q7365970,Q2071,"Ronnie Rocket is an unfinished film project written by David Lynch, who also intended to direct it."
56,Human Highway,screenwriter,Neil Young,Q5937209,Q633,Human Highway is a 1982 American comedy film starring and co-directed by Neil Young under his pseudonym Bernard Shakey.
57,Kingsman: The Secret Service,screenwriter,Mark Millar,Q15068238,Q2543,"The screenplay, written by Vaughn and Jane Goldman, is based on Dave Gibbons's and Mark Millar's comic book series of the same name."
58,Saving God,screenwriter,Michael Jackson,Q7428273,Q2831,Saving God is a 2008 Christian drama film written by Michael Jackson and directed by Duane Crichton.
59,Kingsman: The Golden Circle,screenwriter,Matthew Vaughn,Q23780457,Q2593,Kingsman: The Golden Circle is a 2017 action spy black comedy film produced and directed by Matthew Vaughn and written by Vaughn and Jane Goldman.
60,Once Upon a Time in Hollywood,screenwriter,Quentin Tarantino,Q47300912,Q3772,Once Upon a Time in Hollywood is a 2019  comedy-drama film written and directed by Quentin Tarantino.
61,Juliet of the Spirits,screenwriter,Federico Fellini,Q18411,Q7371,"Juliet of the Spirits (Italian: Giulietta degli spiriti) is a 1965 Italian-French fantasy comedy-drama film directed by Federico Fellini and starring Giulietta Masina, Sandra Milo, Mario Pisu, Valentina Cortese, and Valeska Gert."
62,Fellini: A Director's Notebook,screenwriter,Federico Fellini,Q18418,Q7371,"Fellini: A Director's Notebook (Italian: Bloc-notes di un regista) is an Italian documentary for television directed by Federico Fellini shot in 16mm and first broadcast in the United States on NBC in 1969, on NBC Experiment in Television."
63,Amarcord,screenwriter,Federico Fellini,Q18428,Q7371,"Amarcord (Italian: [amarkrd]) is a 1973 Italian comedy-drama film directed by Federico Fellini, a semi-autobiographical tale about Titta, an adolescent boy growing up among an eccentric cast of characters in the village of Borgo San Giuliano (situated near the ancient walls of Rimini) in 1930s Fascist Italy."
64,Il bidone,screenwriter,Federico Fellini,Q18403,Q7371,"Il bidone ([il bidne], ""The Drum [container]""; also known as The Swindle or The Swindlers) is a 1955 Italian film directed by Federico Fellini."
65,La Dolce Vita,screenwriter,Federico Fellini,Q18407,Q7371,"La Dolce Vita ([la dolte vita]; Italian for ""the sweet life"" or ""the good life"") is a 1960 comedy-drama film directed and co-written by Federico Fellini."
66,The Hateful Eight,screenwriter,Quentin Tarantino,Q18225084,Q3772,The Hateful Eight (sometimes marketed as The H8ful Eight) is a 2015 American Western thriller film written and directed by Quentin Tarantino.
67,Orchestra Rehearsal,screenwriter,Federico Fellini,Q18431,Q7371,Orchestra Rehearsal (Italian: Prova d'orchestra) is a 1978 Italian satirical film directed by Federico Fellini.
68,Fellini's Casanova,screenwriter,Federico Fellini,Q18429,Q7371,"Fellini's Casanova (Il Casanova di Federico Fellini) is a 1976 Italian film by director Federico Fellini, adapted from the autobiography of Giacomo Casanova, the 18th-century adventurer and writer."
69,And the Ship Sails On,screenwriter,Federico Fellini,Q18437,Q7371,And the Ship Sails On (Italian: E la nave va) is a 1983 Italian film directed and co-written by Federico Fellini.
70,City of Women,screenwriter,Federico Fellini,Q18433,Q7371,City of Women (Italian: La cittÃ  delle donne) is a 1980 Italian fantasy comedy-drama film written and directed by Federico Fellini.
71,Intervista,screenwriter,Federico Fellini,Q18441,Q7371,Intervista (English: Interview) is a 1987 Italian film directed by Federico Fellini.
72,Ginger and Fred,screenwriter,Federico Fellini,Q18439,Q7371,Ginger and Fred (Italian: Ginger e Fred) is a 1986 comedy/drama film directed by Federico Fellini and starring Marcello Mastroianni and Giulietta Masina.
73,Coming to America,screenwriter,Eddie Murphy,Q493755,Q43874,"Eddie Murphy plays Akeem Joffer, the crown prince of the fictional African nation of Zamunda, who travels to the United States in the hopes of finding a woman Coming to America can marry."
74,Indiana Jones and the Temple of Doom,screenwriter,George Lucas,Q179215,Q38222,"Not wishing to feature the Nazis as the villains again, George Lucas, executive producer and co-writer, decided to regard this film as a prequel."
75,Near Dark,screenwriter,Kathryn Bigelow,Q386164,Q34816,"Near Dark is a 1987 American neo-Western horror film co-written and directed by Kathryn Bigelow, and starring Adrian Pasdar, Jenny Wright, Bill Paxton, Lance Henriksen and Jenette Goldstein."
76,THX 1138,screenwriter,George Lucas,Q783365,Q38222,THX 1138 is a 1971 American social science fiction film directed by George Lucas in his feature film directorial debut.
77,"No, or the Vain Glory of Command",screenwriter,Manoel de Oliveira,Q1032727,Q43264,"No, or the Vain Glory of Command (Portuguese: Non, ou a VÃ£ Gloria de Mandar) is a 1990 Portuguese film directed by Manoel de Oliveira."
78,Whatever Works,screenwriter,Woody Allen,Q692208,Q25089,"Whatever Works is a 2009 American comedy film directed and written by Woody Allen and starring Larry David, Evan Rachel Wood, Patricia Clarkson, Ed Begley Jr., Michael McKean, and Henry Cavill."
79,Today We Live,screenwriter,William Faulkner,Q166425,Q38392,"Based on the story ""Turnabout"" by William Faulkner, which appeared in the Saturday Evening Post on March 5, 1932, the film is about two officers during World War I, who compete for the same beautiful young woman."
80,How to Irritate People,screenwriter,John Cleese,Q203900,Q25014,"How to Irritate People is a 1968 television broadcast written by John Cleese, Graham Chapman, Marty Feldman and Tim Brooke-Taylor."
81,Vicky Cristina Barcelona,screenwriter,Woody Allen,Q212123,Q25089,Vicky Cristina Barcelona is a 2008 romantic comedy-drama film written and directed by Woody Allen.
82,Harlem Nights,screenwriter,Eddie Murphy,Q500232,Q43874,"Harlem Nights is a 1989 American crime comedy-drama film written, executive produced, and directed by Eddie Murphy."
83,"The Line, the Cross and the Curve",screenwriter,Kate Bush,Q3521591,Q636,"Kate Bush later expressed The Line , the Cross and the Curve's displeasure with the final product, calling it ""a load of bollocks""."
84,The Story of Temple Drake,screenwriter,William Faulkner,Q784066,Q38392,The Story of Temple Drake was adapted from the highly controversial 1931 novel Sanctuary by William Faulkner.
85,The Luzhin Defence,screenwriter,Vladimir Nabokov,Q151703,Q36591,The screenplay was based on the novel The Defense (or The Luzhin Defence) by Vladimir Nabokov.
86,Abraham's Valley,screenwriter,Manoel de Oliveira,Q123259,Q43264,"Abraham's Valley (Portuguese: Vale Abraão) is a 1993 Portuguese-language drama film directed by Manoel de Oliveira, based on a novel by Agustina Bessa-Luís, and partially inspired by Gustave Flaubert's 1857 novel Madame Bovary."
87,I Am Self Sufficient,screenwriter,Nanni Moretti,Q521792,Q25100,I Am Self Sufficient (Italian: Io sono un autarchico) is a 1976 Italian comedy film directed by and starring Nanni Moretti.
88,Celluloide,screenwriter,Carlo Lizzani,Q34643,Q26208,Celluloide is a 1996 Italian film directed by Carlo Lizzani.
89,Radio Days,screenwriter,Woody Allen,Q685109,Q25089,"Radio Days is a 1987 American comedy-drama film written and directed by Woody Allen, who also narrates."
90,Fierce Creatures,screenwriter,John Cleese,Q496019,Q25014,"Fierce Creatures was written by John Cleese, and directed by Robert Young and Fred Schepisi."
91,What's New Pussycat?,screenwriter,Woody Allen,Q195402,Q25089,"is a 1965 French-American comedy film directed by Clive Donner, written by Woody Allen in What 's New Pussycat ?'s first produced screenplay, and starring Allen, Peter Sellers, Peter O'Toole, Romy Schneider, Capucine, Paula Prentiss, and Ursula Andress."
92,Zelig,screenwriter,Woody Allen,Q187423,Q25089,Zelig is a 1983 American mockumentary film written and directed by Woody Allen and starring Allen and Mia Farrow.
93,Hollywood Ending,screenwriter,Woody Allen,Q582021,Q25089,"Hollywood Ending is a 2002 American comedy film written and directed by Woody Allen, who also plays the principal character."
94,Annie Hall,screenwriter,Woody Allen,Q233464,Q25089,"Film critic Roger Ebert called Annie Hall ""just about everyone's favorite Woody Allen movie""."
95,Bandits in Milan,screenwriter,Carlo Lizzani,Q25994,Q26208,Bandits in Milan (Italian: Banditi a Milano; also known as The Violent Four) is a 1968 Italian crime film directed by Carlo Lizzani.
96,Crimes and Misdemeanors,screenwriter,Woody Allen,Q181555,Q25089,"Although a box office flop, the film was met with critical acclaim, and received three Oscar nominations: Woody Allen, for Best Director and Best Original Screenplay, and Martin Landau, for Best Actor in a Supporting Role."
97,The Curse of the Jade Scorpion,screenwriter,Woody Allen,Q335508,Q25089,"The Curse of the Jade Scorpion is a 2001 American crime comedy film written, directed and starring Woody Allen."
98,Another 48 Hrs.,screenwriter,Eddie Murphy,Q645263,Q43874,"is a 1990 American action thriller film directed by Walter Hill and starring Eddie Murphy, Nick Nolte, Brion James, Andrew Divoff, and Ed O'Ross."
99,Winning: The Racing Life of Paul Newman,screenwriter,Adam Carolla,Q19881856,Q4119,Winning: The Racing Life of Paul Newman is a 2015 documentary directed by Adam Carolla and Nate Adams.
100,Broadway Danny Rose,screenwriter,Woody Allen,Q729026,Q25089,Broadway Danny Rose is a 1984 American black-and-white comedy film written and directed by Woody Allen.
101,The Left-Handed Woman,screenwriter,Peter Handke,Q476311,Q44107,The Left-Handed Woman (German: Die linkshÃ¤ndige Frau) is a 1978 West German drama film directed by Peter Handke.
102,Incident at Loch Ness,screenwriter,Werner Herzog,Q32241,Q44131,"Incident at Loch Ness is a 2004 mockumentary starring, produced by and written by Werner Herzog and Zak Penn."
103,Cobra Verde,screenwriter,Werner Herzog,Q563723,Q44131,"Cobra Verde (also known as Slave Coast) is a 1987 German drama film directed by Werner Herzog and starring Klaus Kinski, in their fifth and final collaboration."
104,Rescue Dawn,screenwriter,Werner Herzog,Q180706,Q44131,"Rescue Dawn is a 2006 American epic war drama film written and directed by Werner Herzog, based on an adapted screenplay written from his 1997 documentary film Little Dieter Needs to Fly."
105,Cave of Forgotten Dreams,screenwriter,Werner Herzog,Q582979,Q44131,"Cave of Forgotten Dreams is a 2010 3D documentary film by Werner Herzog about the Chauvet Cave in southern France, which contains some of the oldest human-painted images yet discovered."
106,My Best Fiend,screenwriter,Werner Herzog,Q592300,Q44131,"My Best Fiend (German: Mein liebster Feind - Klaus Kinski, literally My Dearest Foe - Klaus Kinski) is a 1999 German documentary film written and directed by Werner Herzog, about his tumultuous yet productive relationship with German actor Klaus Kinski."
107,Wings of Desire,screenwriter,Peter Handke,Q156911,Q44107,"Inspired by art depicting angels visible around West Berlin, at the time enclaved by the Berlin Wall, Wenders and author Peter Handke conceived of the story and continued to develop the screenplay throughout the French and German co-production."
108,Stroszek,screenwriter,Werner Herzog,Q587566,Q44131,"Stroszek is a 1977 German tragicomedy film directed by Werner Herzog and starring Bruno S., Eva Mattes, and Clemens Scheitz."
109,Even Dwarfs Started Small,screenwriter,Werner Herzog,Q688329,Q44131,"Even Dwarfs Started Small (German: Auch Zwerge haben klein angefangen) is a 1970 West German comedy-drama film written, produced, and directed by Werner Herzog."
110,The Enigma of Kaspar Hauser,screenwriter,Werner Herzog,Q695888,Q44131,Every Man for Himself and God Against All) is a 1974 West German drama film written and directed by Werner Herzog and starring Bruno Schleinstein (credited as Bruno S.) and Walter Ladengast.
111,Nosferatu the Vampyre,screenwriter,Werner Herzog,Q160259,Q44131,Nosferatu the Vampyre is a 1979 horror film written and directed by Werner Herzog.
112,Batman Begins,screenwriter,Christopher Nolan,Q166262,Q25191,Batman Begins is a 2005 superhero film directed by Christopher Nolan and written by Nolan and David S. Goyer.
113,Encounters at the End of the World,screenwriter,Werner Herzog,Q814288,Q44131,Encounters at the End of the World is a 2007 American documentary film by Werner Herzog.
114,The Voice of the Moon,screenwriter,Federico Fellini,Q18442,Q7371,"The Voice of the Moon (Italian: La voce della luna) is a 1990 Italian dramatic comedy film directed by Federico Fellini and starring Roberto Benigni, Paolo Villaggio, and Nadia Ottaviani."
115,Za co?,screenwriter,Leo Tolstoy,Q401547,Q7243,by Leo Tolstoy published in 1906.
116,Belle Toujours,screenwriter,Manoel de Oliveira,Q736420,Q43264,Belle Toujours is a 2006 French-language Portuguese film directed by Manoel de Oliveira.
117,The Night Digger,screenwriter,Roald Dahl,Q497275,Q25161,The Night Digger was adapted by Roald Dahl and starred his then wife Patricia Neal.
118,The Fearless Hyena,screenwriter,Jackie Chan,Q232108,Q36970,"The Fearless Hyena is a 1979 Hong Kong action comedy kung fu film written, directed by and starring Jackie Chan."
119,Terminator 3: Rise of the Machines,screenwriter,James Cameron,Q29054009,Q42574,"By the end of 1995, James Cameron was interested in directing a third Terminator film."
120,Alita: Battle Angel,screenwriter,James Cameron,Q24053265,Q42574,"Alita : Battle Angel was directed by Robert Rodriguez and produced by James Cameron, who co-wrote the script with Laeta Kalogridis."
121,Last Days of Mussolini,screenwriter,Carlo Lizzani,Q116068,Q26208,"Last Days of Mussolini (Italian: Mussolini: Ultimo atto) is a 1974 Italian historical drama film co-written and directed by Carlo Lizzani and starring Rod Steiger, Franco Nero and Lisa Gastoni."
122,The Dark Knight Rises,screenwriter,Christopher Nolan,Q189330,Q25191,"The Dark Knight Rises is a 2012 superhero film directed by Christopher Nolan, who co-wrote the screenplay with his brother Jonathan Nolan, and the story with David S. Goyer."
123,Gebo and the Shadow,screenwriter,Manoel de Oliveira,Q3100038,Q43264,"Gebo and the Shadow (Portuguese: O Gebo e a Sombra, French: Gebo et l'Ombre) is a 2012 Portuguese-French drama film directed by Manoel de Oliveira."
124,Piranha II: The Spawning,screenwriter,James Cameron,Q1576981,Q42574,Piranha II: The Spawning (released internationally as Piranha II: Flying Killers) is a 1982 independent horror film directed by James Cameron in Piranha II : The Spawning's feature directorial debut.
125,The Wild Blue Yonder,screenwriter,Werner Herzog,Q2093130,Q44131,The Wild Blue Yonder is a 2005 science fiction film by German director Werner Herzog.
126,A Talking Picture,screenwriter,Manoel de Oliveira,Q2695978,Q43264,"A Talking Picture (Portuguese: Um Filme Falado) is a 2003 Portuguese film written and directed by Manoel de Oliveira and starring Catherine Deneuve, John Malkovich, Irene Papas, Stefania Sandrelli and Leonor Silveira."
127,The Strange Case of Angelica,screenwriter,Manoel de Oliveira,Q3205507,Q43264,The Strange Case of Angelica (Portuguese: O Estranho Caso de AngÃ©lica) is a 2010 Portuguese drama film directed by Manoel de Oliveira.
128,My Case,screenwriter,Manoel de Oliveira,Q3280841,Q43264,My Case (Portuguese: O meu caso) is a 1986 Portuguese drama- fantasy film directed by Manoel de Oliveira.
129,Porto of My Childhood,screenwriter,Manoel de Oliveira,Q3399357,Q43264,Manoel de Oliveira narrates a documentary which features staged dramatic scenes of memories and stories told to him during Porto of My Childhood's childhood in Porto.
130,Shadow Builder,screenwriter,Bram Stoker,Q897507,Q36184,"It is based on the story ""The Shadow Builder"" by Bram Stoker."
131,The Loveless,screenwriter,Kathryn Bigelow,Q1144749,Q34816,"The Loveless (originally titled Breakdown) is a 1981 American outlaw biker drama film written and directed by Kathryn Bigelow and Monty Montgomery, in Bigelow's feature-length directorial debut."
132,Mamma Roma,screenwriter,Pier Paolo Pasolini,Q641668,Q25120,Mamma Roma is a 1962 Italian drama film written and directed by Pier Paolo Pasolini and starring Anna Magnani and Ettore Garofolo.
133,Husbands and Wives,screenwriter,Woody Allen,Q740143,Q25089,Husbands and Wives is a 1992 American comedy-drama film written and directed by Woody Allen.
134,Small Time Crooks,screenwriter,Woody Allen,Q610163,Q25089,"Written and directed by Woody Allen, the film's plot has some similarities to that of the 1942 comedy Larceny, Inc."
135,Anything Else,screenwriter,Woody Allen,Q614009,Q25089,"Anything Else is a 2003 American romantic comedy film written and directed by Woody Allen, produced by Letty Aronson, and starring Jason Biggs, Christina Ricci, Allen, Stockard Channing, Danny DeVito, Jimmy Fallon, Erica Leerhsen and KaDee Strickland."
136,Stardust Memories,screenwriter,Woody Allen,Q653518,Q25089,"Stardust Memories is a 1980 American comedy-drama film written and directed by Woody Allen and starring himself, Charlotte Rampling, Jessica Harper and Marie-Christine Barrault."
137,Sweet and Lowdown,screenwriter,Woody Allen,Q786585,Q25089,Sweet and Lowdown is a 1999 American comedy-drama mockumentary film written and directed by Woody Allen.
138,Indiana Jones and the Last Crusade,screenwriter,George Lucas,Q185658,Q38222,"Indiana Jones and the Last Crusade is a 1989 American action-adventure film directed by Steven Spielberg, from a story co-written by executive producer George Lucas."
139,A Caixa,screenwriter,Manoel de Oliveira,Q2091372,Q43264,"A Caixa is a 1994 Portuguese comedy film adapted from the play by Prista Monteiro by Manoel de Oliveira, who also directed the film."
140,Word and Utopia,screenwriter,Manoel de Oliveira,Q2053044,Q43264,Word and Utopia (Palavra e Utopia) is a 2000 Portuguese film directed by Manoel de Oliveira.
141,Day of Despair,screenwriter,Manoel de Oliveira,Q2091696,Q43264,Day of Despair was directed by Manoel de Oliveira.
142,Il bell'Antonio,screenwriter,Pier Paolo Pasolini,Q815079,Q25120,The film is a based on a novel by Vitaliano Brancati and adapted for the screen by Pier Paolo Pasolini and Gino Visentini.
143,Accattone,screenwriter,Pier Paolo Pasolini,Q338599,Q25120,Accattone is a 1961 Italian drama film written and directed by Pier Paolo Pasolini.
144,The Goalkeeper's Fear of the Penalty,screenwriter,Peter Handke,Q700830,Q44107,The Goalkeeper 's Fear of the Penalty was adapted from the novel with the same title by Peter Handke.
145,Fitzcarraldo,screenwriter,Werner Herzog,Q698111,Q44131,Fitzcarraldo is a 1982 West German epic adventure-drama film written and directed by Werner Herzog and starring Klaus Kinski as the title character.
146,The Adventures of Baron Munchausen,screenwriter,Terry Gilliam,Q1210832,Q25078,"The Adventures of Baron Munchausen is a 1988 adventure fantasy film co-written and directed by Terry Gilliam and starring John Neville, Sarah Polley, Eric Idle, Jonathan Pryce, Oliver Reed, and Uma Thurman."
147,Love Meetings,screenwriter,Pier Paolo Pasolini,Q1475100,Q25120,"Love Meetings (Comizi d'amore) is a 1965 feature-length documentary, shot by Italian writer and director Pier Paolo Pasolini, who also acts as the interviewer, appearing in many scenes."
