,subject,relation,object,subject_entity,object_entity,sentence
34,Heavenly Body,production company,Radiotelevisione svizzera di lingua italiana,Q2997666,Q114794,sentence from index
35,Bub,production company,National Film Development Corporation of India,Q4982121,Q75533,sentence from index
36,Mirch Masala,production company,National Film Development Corporation of India,Q3411185,Q75533,sentence from index
37,Britain in a Day,production company,YouTube,Q4969257,Q866,sentence from index
38,Food Will Win the War,production company,The Walt Disney Company,Q3076435,Q7414,sentence from index
39,Burning in the Wind,production company,Radiotelevisione svizzera di lingua italiana,Q3645518,Q114794,sentence from index
40,The Butterfly Effect 2,production company,New Line Cinema,Q933910,Q79202,sentence from index
41,Run Lola Run,production company,ARTE,Q468697,Q8073,sentence from index
42,The House in Montevideo,production company,Hans Domnick,Q879660,Q108865,sentence from index
43,Fire Down Below,production company,Steven Seagal,Q1418758,Q82110,sentence from index
44,The Basketball Diaries,production company,New Line Cinema,Q962809,Q79202,sentence from index
45,Days and Clouds,production company,Radiotelevisione svizzera di lingua italiana,Q913326,Q114794,sentence from index
46,So Dear to My Heart,production company,The Walt Disney Company,Q2090255,Q7414,sentence from index
47,Why Vandalism?,production company,Encyclopædia Britannica,Q30008081,Q455,sentence from index
48,The Island at the Top of the World,production company,The Walt Disney Company,Q1664422,Q7414,sentence from index
49,The Players Club,production company,New Line Cinema,Q921936,Q79202,sentence from index
50,Jacob the Liar,production company,Deutscher Fernsehfunk,Q656707,Q115076,sentence from index
51,Erbkrank,production company,Nazi Party,Q3731163,Q7320,sentence from index
52,Là-bas – Criminal Education,production company,Campania,Q3841050,Q1438,sentence from index
53,Good Hair,production company,Chris Rock,Q5582638,Q4109,sentence from index
54,Master Hands,production company,General Motors,Q2185080,Q81965,sentence from index
55,The Worm Turns,production company,The Walt Disney Company,Q3228490,Q7414,sentence from index
56,Super Mario Bros.,production company,Nintendo,Q535550,Q8093,sentence from index
57,Baarìa,production company,Sicily,Q797510,Q1460,sentence from index
58,Kick-Ass 2,production company,Matthew Vaughn,Q1758468,Q2593,sentence from index
59,Rabid Dogs,production company,1995,Q2570328,Q2068,sentence from index
60,Rabid Dogs,production company,1974,Q2570328,Q2478,sentence from index
61,Workingman's Death,production company,ARTE,Q478352,Q8073,sentence from index
62,Loaded Weapon 1,production company,New Line Cinema,Q922512,Q79202,sentence from index
63,Movie Crazy,production company,Harold Lloyd,Q3284452,Q104340,sentence from index
64,Adanggaman,production company,Radiotelevisione svizzera di lingua italiana,Q2824081,Q114794,sentence from index
65,Love Is All You Need,production company,ARTE,Q196103,Q8073,sentence from index
66,Case Study: LSD,production company,Lockheed Corporation,Q30321624,Q7233,sentence from index
67,Solino,production company,ARTE,Q164951,Q8073,sentence from index
68,The Stranger,production company,National Film Development Corporation of India,Q390467,Q75533,sentence from index
69,Intimacy,production company,ARTE,Q76827,Q8073,sentence from index
70,İki Genç Kız,production company,April 29,Q232081,Q2535,sentence from index
71,Africa Uncensored,production company,Sahara,Q3606229,Q6583,sentence from index
72,Russian Ark,production company,ARTE,Q59721,Q8073,sentence from index
73,Summer Games,production company,Radiotelevisione svizzera di lingua italiana,Q3178247,Q114794,sentence from index
74,Blonde,production company,Plan B Entertainment,Q66823622,Q28252,sentence from index
75,Drive,production company,MWM Studios,Q732960,Q32186,sentence from index
76,Undead or Alive,production company,MWM Studios,Q4004545,Q32186,sentence from index
77,12 Years a Slave,production company,Plan B Entertainment,Q3023357,Q28252,sentence from index
78,Moonlight,production company,Plan B Entertainment,Q21527875,Q28252,sentence from index
79,Refused Are Fucking Dead,production company,AllMusic,Q3931671,Q31181,sentence from index
80,Upside Down,production company,Triangle Film Corporation,Q20650016,Q24679,sentence from index
81,It's a Bear,production company,Triangle Film Corporation,Q65562413,Q24679,sentence from index
82,Salt for Svanetia,production company,Kartuli Pilmi,Q2347617,Q36824,sentence from index
83,Ashes of Hope,production company,Triangle Film Corporation,Q52145034,Q24679,sentence from index
84,"The Way, Way Back",production company,MWM Studios,Q3560878,Q32186,sentence from index
85,Kick-Ass,production company,Plan B Entertainment,Q2201,Q28252,sentence from index
86,Jane Eyre,production company,BBC,Q258979,Q9531,sentence from index
87,"Oh, Mabel Behave",production company,Triangle Film Corporation,Q7080373,Q24679,sentence from index
88,The Mask,production company,Triangle Film Corporation,Q113382630,Q24679,sentence from index
89,Here Comes the Dawn,production company,Kartuli Pilmi,Q3650541,Q36824,sentence from index
90,Green Street,production company,MWM Studios,Q1133132,Q32186,sentence from index
91,Motherless Brooklyn,production company,MWM Studios,Q21581258,Q32186,sentence from index
92,From Prada to Nada,production company,MWM Studios,Q2587881,Q32186,sentence from index
93,El Greco,production company,France,Q3720922,Q142,sentence from index
94,Robinsonada or My English Grandfather,production company,Kartuli Pilmi,Q769955,Q36824,sentence from index
95,She Said,production company,Plan B Entertainment,Q107969593,Q28252,sentence from index
96,The Hard Rock Breed,production company,Triangle Film Corporation,Q30754665,Q24679,sentence from index
97,By the Sea,production company,Plan B Entertainment,Q17986183,Q28252,sentence from index
98,The Reckoning Day,production company,Triangle Film Corporation,Q3988944,Q24679,sentence from index
99,Rabbit Hole,production company,MWM Studios,Q1164940,Q32186,sentence from index
